Year,Month,date,m12_1976,m01_1977,m02_1977,m03_1977,m04_1977,m05_1977,m06_1977,m07_1977,m08_1977,m09_1977,m10_1977,m11_1977,m12_1977,m01_1978,m02_1978,m03_1978,m04_1978,m05_1978,m06_1978,m07_1978,m08_1978,m09_1978,m10_1978,m11_1978,m12_1978,m01_1979,m02_1979,m03_1979,m04_1979,m05_1979,m06_1979,m07_1979,m08_1979,m09_1979,m10_1979,m11_1979,m12_1979,m01_1980,m02_1980,m03_1980,m04_1980,m05_1980,m06_1980,m07_1980,m08_1980,m09_1980,m10_1980,m11_1980,m12_1980,m01_1981,m02_1981,m03_1981,m04_1981,m05_1981,m06_1981,m07_1981,m08_1981,m09_1981,m10_1981,m11_1981,m12_1981,m01_1982,m02_1982,m03_1982,m04_1982,m05_1982,m06_1982,m07_1982,m08_1982,m09_1982,m10_1982,m11_1982,m12_1982,m01_1983,m02_1983,m03_1983,m04_1983,m05_1983,m06_1983,m07_1983,m08_1983,m09_1983,m10_1983,m11_1983,m12_1983,m01_1984,m02_1984,m03_1984,m04_1984,m05_1984,m06_1984,m07_1984,m08_1984,m09_1984,m10_1984,m11_1984,m12_1984,m01_1985,m02_1985,m03_1985,m04_1985,m05_1985,m06_1985,m07_1985,m08_1985,m09_1985,m10_1985,m11_1985,m12_1985,m01_1986,m02_1986,m03_1986,m04_1986,m05_1986,m06_1986,m07_1986,m08_1986,m09_1986,m10_1986,m11_1986,m12_1986,m01_1987,m02_1987,m03_1987,m04_1987,m05_1987,m06_1987,m07_1987,m08_1987,m09_1987,m10_1987,m11_1987,m12_1987,m01_1988,m02_1988,m03_1988,m04_1988,m05_1988,m06_1988,m07_1988,m08_1988,m09_1988,m10_1988,m11_1988,m12_1988,m01_1989,m02_1989,m03_1989,m04_1989,m05_1989,m06_1989,m07_1989,m08_1989,m09_1989,m10_1989,m11_1989,m12_1989,m01_1990,m02_1990,m03_1990,m04_1990,m05_1990,m06_1990,m07_1990,m08_1990,m09_1990,m10_1990,m11_1990,m12_1990,m01_1991,m02_1991,m03_1991,m04_1991,m05_1991,m06_1991,m07_1991,m08_1991,m09_1991,m10_1991,m11_1991,m12_1991,m01_1992,m02_1992,m03_1992,m04_1992,m05_1992,m06_1992,m07_1992,m08_1992,m09_1992,m10_1992,m11_1992,m12_1992,m01_1993,m02_1993,m03_1993,m04_1993,m05_1993,m06_1993,m07_1993,m08_1993,m09_1993,m10_1993,m11_1993,m12_1993,m01_1994,m02_1994,m03_1994,m04_1994,m05_1994,m06_1994,m07_1994,m08_1994,m09_1994,m10_1994,m11_1994,m12_1994,m01_1995,m02_1995,m03_1995,m04_1995,m05_1995,m06_1995,m07_1995,m08_1995,m09_1995,m10_1995,m11_1995,m12_1995,m01_1996,m02_1996,m03_1996,m04_1996,m05_1996,m06_1996,m07_1996,m08_1996,m09_1996,m10_1996,m11_1996,m12_1996,m01_1997,m02_1997,m03_1997,m04_1997,m05_1997,m06_1997,m07_1997,m08_1997,m09_1997,m10_1997,m11_1997,m12_1997,m01_1998,m02_1998,m03_1998,m04_1998,m05_1998,m06_1998,m07_1998,m08_1998,m09_1998,m10_1998,m11_1998,m12_1998,m01_1999,m02_1999,m03_1999,m04_1999,m05_1999,m06_1999,m07_1999,m08_1999,m09_1999,m10_1999,m11_1999,m12_1999,m01_2000,m02_2000,m03_2000,m04_2000,m05_2000,m06_2000,m07_2000,m08_2000,m09_2000,m10_2000,m11_2000,m12_2000,m01_2001,m02_2001,m03_2001,m04_2001,m05_2001,m06_2001,m07_2001,m08_2001,m09_2001,m10_2001,m11_2001,m12_2001,m01_2002,m02_2002,m03_2002,m04_2002,m05_2002,m06_2002,m07_2002,m08_2002,m09_2002,m10_2002,m11_2002,m12_2002,m01_2003,m02_2003,m03_2003,m04_2003,m05_2003,m06_2003,m07_2003,m08_2003,m09_2003,m10_2003,m11_2003,m12_2003,m01_2004,m02_2004,m03_2004,m04_2004,m05_2004,m06_2004,m07_2004,m08_2004,m09_2004,m10_2004,m11_2004,m12_2004,m01_2005,m02_2005,m03_2005,m04_2005,m05_2005,m06_2005,m07_2005,m08_2005,m09_2005,m10_2005,m11_2005,m12_2005,m01_2006,m02_2006,m03_2006,m04_2006,m05_2006,m06_2006,m07_2006,m08_2006,m09_2006,m10_2006,m11_2006,m12_2006,m01_2007,m02_2007,m03_2007,m04_2007,m05_2007,m06_2007,m07_2007,m08_2007,m09_2007,m10_2007,m11_2007,m12_2007,m01_2008,m02_2008,m03_2008,m04_2008,m05_2008,m06_2008,m07_2008,m08_2008,m09_2008,m10_2008,m11_2008,m12_2008,m01_2009,m02_2009,m03_2009,m04_2009,m05_2009,m06_2009,m07_2009,m08_2009,m09_2009,m10_2009,m11_2009,m12_2009,m01_2010,m02_2010,m03_2010,m04_2010,m05_2010,m06_2010,m07_2010,m08_2010,m09_2010,m10_2010,m11_2010,m12_2010,m01_2011,m02_2011,m03_2011,m04_2011,m05_2011,m06_2011,m07_2011,m08_2011,m09_2011,m10_2011,m11_2011,m12_2011,m01_2012,m02_2012,m03_2012,m04_2012,m05_2012,m06_2012,m07_2012,m08_2012,m09_2012,m10_2012,m11_2012,m12_2012,m01_2013,m02_2013,m03_2013,m04_2013,m05_2013,m06_2013,m07_2013
1967,2,02/01/1967,-1.35062840111433,-1.3682822975383,-1.3872987120519,-1.36375892628488,-1.38106505243741,-1.39876403982239,-1.4016841679539,-1.42085820426343,-1.42264145704868,-1.43094561573361,-1.42975167246303,-1.44004810052011,-1.45687476988891,-1.46502634396984,-1.47950438645908,-1.44234838937351,-1.44853685219864,-1.46488327653559,-1.47859219606386,-1.47483465661973,-1.56756192719771,-1.57170370751444,-1.61277447265472,-1.61027607472374,-1.62504883712592,-1.64064095031296,-1.65130599615601,-1.65990151984448,-1.66250157889164,-1.67521119103751,-1.6221136060151,-1.74763064356513,-1.77299267016687,-1.77162339134147,-1.78075530902719,-1.78446907074744,-1.78470223863817,-1.7830709856016,-1.78732222003579,-1.79217817717085,-1.77948105125091,-1.75799884675397,-1.70170009448542,-1.65706696982384,-1.60777346901281,-1.6001284158855,-1.59917373495015,-1.6037579380946,-1.57228622132592,-1.57732736278363,-1.61365166434703,-1.61870433235651,-1.62218536150595,-1.62861289032424,-1.61534759562139,-1.63122360437896,-1.65745516389462,-1.66092235906623,-1.65668369327963,-1.51326669035308,-1.62418662029407,-1.59907878838937,-1.56656586194659,-1.52378525876797,-1.53816788423507,-1.52606589609856,-1.50137276534763,-1.49835563520406,-1.47491364972517,-1.4482056919349,-1.42897960849751,-1.42352855849166,-1.39581401470438,-1.39026233106601,-1.34300994516602,-1.35350714149942,-1.34643858899495,-1.35743061154629,-1.36366896969917,-1.37351324221577,-1.38464182449488,-1.38903036888674,-1.3778880938653,-1.38416332096002,-1.39074330494501,-1.39905936426195,-1.40649271554485,-1.41623250824209,-1.42266709232768,-1.42443832819875,-1.4386300200839,-1.44805185187383,-1.46129862557093,-1.46292640499098,-1.46469873341239,-1.46489749086708,-1.46727831995259,-1.47590662742385,-1.48191445522281,-1.47589536431922,-1.47728446184159,-1.48077130558344,-1.48945765142768,-1.87366327967215,-1.86762430589338,-1.87178432101149,-1.87853457845021,-1.88121158502492,-1.57414256707861,-1.57733164393749,-1.5575014584283,-1.56009873636261,-1.56437548994167,-1.56328847476961,-1.57057437895637,-1.57180192358399,-1.57064878415461,-1.57535098251338,-1.5778622082991,-1.58334925635017,-1.58073809480482,-1.58433517132927,-1.58931756928628,-1.56549783139452,-1.5185945519623,-1.51880444181482,-1.51539218324753,-1.52281616337643,-1.52741768106875,-1.53095097250936,-1.5327115321032,-1.53363279369339,-1.54697122122832,-1.54805584882172,-1.55482604060084,-1.55855573841713,-1.56402614533702,-1.56920108069747,-1.57756311418857,-1.5892981583117,-1.59613026692765,-1.60100836009504,-1.60474849404193,-1.60638314243476,-1.61698697857282,-1.61987075380294,-1.62623534919636,-1.63289357749223,-1.63806000789596,-1.63671165500566,-1.63782116454756,-1.63965824750068,-1.64117763826905,-1.64495601932288,-1.64850924547834,-1.64950368073445,-1.64364889592405,-1.65019400434164,-1.65419031705651,-1.64437277925071,-1.39749629064008,-1.40288690096387,-1.39970030306424,-1.39980200100371,-1.40328522735113,-1.40704627211265,-1.40563558759554,-1.39763432837469,-1.38936258398139,-1.37107503629848,-1.3626691842499,-1.35455648330003,-1.34658376901899,-1.33969823492581,-1.33488003348786,-1.33878720400644,-1.34101304940444,-1.3410855139121,-1.34126687525253,-1.34232793675399,-1.6305660509775,-1.62364526990785,-1.62256390712926,-1.61463822183049,-1.61830205442179,-1.61919867181755,-1.61197470153174,-1.61048169618401,-1.61082788588799,-1.61408256165117,-1.60898679235583,-1.60945759474839,-1.61327704816618,-1.61644664692343,-1.61437758972363,-1.6181855896481,-1.62241913447154,-1.61841799245248,-1.62510319551915,-1.62955073484821,-1.64281541631269,-1.64074010137668,-1.64271965981429,-1.64488569764816,-1.64751424718488,-1.65586296109584,-1.66044130846126,-1.660938377454,-1.665862811583,-1.6710615512537,-1.64488453828279,-1.64964698779354,-1.65279295660243,-1.65693298092752,-1.6630757279735,-1.66682163402225,-1.67194202205556,-1.6757494431556,-1.6809992237338,-1.68317165576463,-1.68688404104603,-1.68742343065357,-1.68446515636752,-1.68231997507463,-1.68631633960793,-1.68652885396197,-1.69114477762762,-1.78449024488152,-1.7835413285192,-1.78684006358028,-1.79052660475497,-1.78339351671915,-1.78830551342246,-1.84850211006879,-1.85721673843708,-1.86351122828827,-1.86731524855671,-1.86958699005868,-1.87255833749212,-1.87475125002565,-1.87425258224197,-1.87841096056871,-1.92523833310204,-1.92713106586513,-1.93317599001345,-1.92347840203759,-1.92673528094935,-1.9222890810566,-1.92525222208915,-1.93008922253151,-1.93144102474118,-1.93479505026829,-1.94296674176266,-1.94686307058722,-1.95132278427347,-1.95485812517074,-1.95693074857978,-1.95870175841016,-1.96481337316857,-1.96713541240222,-1.96405819228755,-1.96463684022099,-1.96619052116615,-1.96749612686612,-1.97638257026186,-1.97930695180936,-1.98188544886126,-1.98355824566773,-1.98762359623923,-1.98971316273725,-1.99173087478789,-1.99339816698667,-1.99752135376454,-2.0000001849272,-2.01653833609998,-2.01352157153479,-2.0202572706635,-2.0241567816924,-2.0276538037988,-2.02974257523326,-2.02453303687853,-2.02924559215826,-2.03468307896395,-2.03515125764512,-2.03650633516796,-2.03702133515556,-2.03776271746373,-2.04092730569009,-2.03425666040308,-2.03194682673735,-2.03019219689168,-2.02929284486682,-2.02764494662848,-2.02627419039719,-2.02205285597648,-2.02735756256202,-2.02106118800917,-2.0219966741209,-2.01941294560359,-2.00968611914554,-2.00107943348252,-1.99434273239595,-1.99503689401096,-1.99555882823296,-1.99570444257648,-1.99555898325027,-1.99291117405243,-1.98426825890819,-1.98683318330483,-1.98699372128521,-1.98625162918817,-1.98571425021027,-2.0540031440582,-2.05509320776919,-2.052943155748,-2.05099727454997,-2.03973493853565,-2.0388427928137,-1.93591046190067,-1.9370167010042,-1.93788954618502,-1.93815474009162,-1.93688575997574,-1.95274020753508,-1.9750648810244,-1.97660736378447,-1.97591393752407,-1.97729521346606,-1.98019021583788,-1.98424757744635,-1.98685945876628,-1.98607513745839,-1.98304169045003,-1.9859788262463,-1.9873193643065,-1.98888259320774,-1.99138916446937,-1.97801207846863,-1.96477778755397,-1.94438091881289,-1.94442337697968,-1.94331187402322,-1.94499275988086,-1.94716018857187,-1.947444101342,-1.94897345569359,-1.93451247766704,-1.9232136924739,-1.90770573402166,-1.91535458750052,-1.91638592765324,-1.91722270342881,-1.91844947386717,-1.92054232444666,-1.920877680118,-1.92313005873961,-1.92518272111374,-1.92658232132334,-1.92821767262773,-1.92459037650872,-1.92431483385498,-1.92469202289535,-1.92924827461978,-1.92877355929113,-1.92882971783768,-1.92915736469843,-1.92931661041196,-1.93124839939453,-1.9321974844993,-1.93510433270142,-1.93677524014514,-1.93703714126097,-1.93408154768335,-1.93459480259407,-1.93035490264297,-1.92837175884204,-1.92198180700529,-1.92264756025435,-1.91972585948278,-1.91446920306804,-1.91308765799926,-1.9131134561392,-1.90993449828227,-1.8562103637568,-1.84552498564227,-1.83142159995326,-1.81094605136597,-1.78962871227026,-1.7777662110107,-1.76222323235388,-1.75604139710657,-1.78739464700835,-1.77890804486211,-1.7792858011566,-1.77572861480472,-1.77878783669037,-1.78051656444406,-1.78260670452653,-1.77117172407973,-1.76962275442952,-1.77181855311171,-1.7723051567831,-1.77538869277523,-1.7860831252012,-1.78501973037161,-1.78693029071856,-1.78635667653086,-1.78655590106525,-1.78836297168472,-1.79069017266797,-1.7888855009898,-1.79235591285539,-1.77535528488314,-1.77660967085025,-1.77647285974487,-1.75554783599314,-1.7579507180017,-1.75763035762749,-1.75719272727339,-1.75670393680824,-1.7604415827794,-1.76059866575543,-1.766586728875,-1.76840301704387,-1.7684369687592,-1.76738728537596,-1.76846909308266,-1.76378828078673,-1.7646956721123,-1.76724150871887,-1.76017575958267,-1.7621159369888,-1.76122797788929,-1.7647926289107,-1.76651262506819,-1.74335461721977,-1.74915055371757,-1.74307559615267,-1.74315524206558,-1.7364336146499
1967,3,03/01/1967,-0.16644565710687,-0.183248916131963,-0.211906105388221,-0.198845563843518,-0.21571972967597,-0.243757839748822,-0.248058900598021,-0.260697937244496,-0.259609520189522,-0.264381458888042,-0.261037399475919,-0.26680410686633,-0.28323380645315,-0.288508962380205,-0.303150584346613,-0.287597065924838,-0.303587910335074,-0.321481759414459,-0.338626204132925,-0.329030403800803,-0.26834346925955,-0.274965864863289,-0.274448680826431,-0.27348572374203,-0.287078023476046,-0.294007678806259,-0.3023069425091,-0.286576742194723,-0.286714377249893,-0.304589076480119,-0.284967388222441,-0.319839290575978,-0.322138245535963,-0.322880124917109,-0.328626809863762,-0.327981838687774,-0.323425508560126,-0.323865399995905,-0.323481843828378,-0.335504226344862,-0.327877719369159,-0.314799427759526,-0.280647307786788,-0.248667680861952,-0.209381733714248,-0.208981336167254,-0.213590692531777,-0.24489474181835,-0.359737513497982,-0.368321972795969,-0.340030584781358,-0.342646177781528,-0.342639162190081,-0.347907884148684,-0.337529256099129,-0.338941772656174,-0.324924449768713,-0.328618150526322,-0.326432790848822,-0.189753507166264,-0.302600004403801,-0.281936002709396,-0.261765493784847,-0.223045049029638,-0.243504558935512,-0.233153624426527,-0.211949922996527,-0.21371630515053,-0.197382228358511,-0.197432208849707,-0.181674693791912,-0.17451226018637,-0.15444399673174,-0.150186554612811,-0.239100646864398,-0.249448248606731,-0.244649238945773,-0.253941878890589,-0.258263221486113,-0.280005738452446,-0.286679540462095,-0.291216002921854,-0.282820858137278,-0.296457239827871,-0.304142088794463,-0.311853805073583,-0.319077120975644,-0.330525068044507,-0.339744743091124,-0.339565678596404,-0.352043380972371,-0.36364320078784,-0.367150787356838,-0.369389767655929,-0.368167608113031,-0.367449555895636,-0.367337398421318,-0.374294247003633,-0.378590327455122,-0.375249384333729,-0.373847738373445,-0.376207153619972,-0.385402559555563,-0.266276906689393,-0.26157948217531,-0.262171285992916,-0.266854384178117,-0.267231510804621,-0.294631368382657,-0.29627617857545,-0.325300538614218,-0.32313713358218,-0.32354951720473,-0.321700910186968,-0.326886539635102,-0.323934674160042,-0.315534326775364,-0.317646242677,-0.317999220703718,-0.323149522525401,-0.32159951070178,-0.322795396633613,-0.327728835860014,-0.322585582823072,-0.324633544101796,-0.321114943122186,-0.315436295470563,-0.319162342289838,-0.319163285314186,-0.321634505493141,-0.322310484821021,-0.322700750067884,-0.332893016740304,-0.330253633117081,-0.336258664950264,-0.334858129765212,-0.337866688521818,-0.341704769164353,-0.343632667934258,-0.348620711157581,-0.354352398297721,-0.355526334831102,-0.356868776977745,-0.357472258954446,-0.363815982293176,-0.363279862486553,-0.36739333399278,-0.372118110171593,-0.374007589469742,-0.37089298358219,-0.370405846505058,-0.370632754879938,-0.369702727837596,-0.370982210522045,-0.377540703758209,-0.375732184501874,-0.37004509609443,-0.373577991216848,-0.374646397669611,-0.365127272153397,-0.637793508486433,-0.641813371473029,-0.63830096988405,-0.63555735461165,-0.637760971861475,-0.636976630783661,-0.635704152394031,-0.629440200864532,-0.621643729127243,-0.604453932473728,-0.597618107129428,-0.588055034740209,-0.581944936079902,-0.574251208410553,-0.570979570328593,-0.574281094541876,-0.57581742207237,-0.575479852074966,-0.574307780735329,-0.57431176550759,-0.660373810731367,-0.653799757178071,-0.6529393020145,-0.647449643628932,-0.650320644114862,-0.639555544379209,-0.632598709827974,-0.63014666503973,-0.630585690753311,-0.63265354375586,-0.627398418537733,-0.627703807264378,-0.629529401786073,-0.631424463296934,-0.639035758014836,-0.643040521442779,-0.645797676320269,-0.641713813850075,-0.643520763761829,-0.646369329807077,-0.656895296440729,-0.654088551687258,-0.645713221228398,-0.648094762003852,-0.650211914678407,-0.655184892447536,-0.658459523936096,-0.657728109508737,-0.662374751909292,-0.667032646817821,-0.503340387853011,-0.504181249711106,-0.505749832852758,-0.510102937186342,-0.516622156558186,-0.519187944417685,-0.523401558416819,-0.526148660244275,-0.530510407254077,-0.530875056678462,-0.533137796801783,-0.532041731720935,-0.528177415582063,-0.525233185905873,-0.527811203028535,-0.527303940709208,-0.531045560810549,-0.300015315004161,-0.297157244527152,-0.298368217599336,-0.300346872637948,-0.294199765930326,-0.300249837808263,-0.190630511934792,-0.19411199127591,-0.196776702610516,-0.200712562508932,-0.202239597895877,-0.20340554843823,-0.205448938352349,-0.203207826259295,-0.205863381906544,-0.102008506237231,-0.102341954201219,-0.107477187451142,-0.106618705865484,-0.106543936188879,-0.111087211333368,-0.112131450728148,-0.115671876719112,-0.116356645801391,-0.117893805225927,-0.12486114485652,-0.127946901170761,-0.130712651876687,-0.132261830431235,-0.132854587386411,-0.133292822986283,-0.1363016321354,-0.130851898487296,-0.126641803026462,-0.125880536533849,-0.125815554223418,-0.125058448627979,-0.131595191336997,-0.132285867355568,-0.135706368348048,-0.135288537637573,-0.137771450968144,-0.13839852406758,-0.13811659678191,-0.138169168545685,-0.141202972692585,-0.142171669822082,-0.151640547179831,-0.147720423048066,-0.162541384733655,-0.164399545246525,-0.16618539451797,-0.168343948132504,-0.162045033468699,-0.164854957624619,-0.168895396607273,-0.168902779497871,-0.168739703996632,-0.1673681103208,-0.16705225127201,-0.169223089783883,-0.164652970724957,-0.161321894398613,-0.158028871029299,-0.155864183380994,-0.152534025017813,-0.15032653908032,-0.146671295905056,-0.144321494922759,-0.138203686138191,-0.138691084591196,-0.135259690057274,-0.13232151401511,-0.141001212153982,-0.135334986457471,-0.135161978294396,-0.134684554815699,-0.133828272007192,-0.131800007408437,-0.13014497790038,-0.124745487968801,-0.125586513572415,-0.125163860384804,-0.123052862227696,-0.121301087393292,-0.161653257744096,-0.16147797215234,-0.158615247102562,-0.159201003658838,-0.151625632505407,-0.150668495402715,-0.24607254215497,-0.245654521888022,-0.245697087758589,-0.246143273421411,-0.243692676962816,-0.251015107396508,-0.209471180410809,-0.209743115405892,-0.207927555335841,-0.207692438277846,-0.208490400080769,-0.213391012031018,-0.216240719021831,-0.216468883258638,-0.212651658198698,-0.213541960102527,-0.213226549321124,-0.213301633714408,-0.214954684672499,-0.205293408977887,-0.239352124914382,-0.249587372598751,-0.247551567620475,-0.254112827449578,-0.253749325169282,-0.248204075165262,-0.250744420737545,-0.250078433138599,-0.254255294224382,-0.254065326803429,-0.270246285590694,-0.275756726007935,-0.275244624066166,-0.275129633998783,-0.275226657925974,-0.275832099335077,-0.275084398542069,-0.267786970397003,-0.26913524814709,-0.269319008618883,-0.269596052440295,-0.266422380678292,-0.267475250459338,-0.266360933977794,-0.269628409273609,-0.268308189372407,-0.267339104542742,-0.266717261605516,-0.266035857702498,-0.269629760050321,-0.268902611414064,-0.270336630140996,-0.270448860827232,-0.269708013635518,-0.266352122537418,-0.265993091099575,-0.261619142250097,-0.256852122184109,-0.251471889954863,-0.250698456224565,-0.247949584826178,-0.248683088605593,-0.246468443640675,-0.245324950446787,-0.244136341285211,-0.206166972236039,-0.19972191934058,-0.192633981802193,-0.179965247865004,-0.165680817797806,-0.159588659103158,-0.148342551269893,-0.143537290464492,-0.098794321805774,-0.094236732411492,-0.093669371352867,-0.089941952556037,-0.09066913054542,-0.090977686286866,-0.09194733489482,-0.086943179834765,-0.084546765095342,-0.085358705586224,-0.086597646294749,-0.088215706071497,-0.091327507280178,-0.089848173626677,-0.090114283687628,-0.088503462903351,-0.088203225916649,-0.088390254529471,-0.08916495796992,-0.087391168628664,-0.091129965149938,-0.080497242347534,-0.080762678375918,-0.079650118395006,-0.07816419267339,-0.079614674509257,-0.078422568292949,-0.07741545221147,-0.075927559260399,-0.078673488645846,-0.077388138106597,-0.081573576151963,-0.082006847842497,-0.081465884312706,-0.079659567246705,-0.079606675322557,-0.08457408922754,-0.084190944887792,-0.085816473712901,-0.078918097913254,-0.079013536206192,-0.076972069576113,-0.081208040078516,-0.094022935447378,-0.105488239493508,-0.109237708166228,-0.118649815276183,-0.117618586485224,-0.130203757515002
